SK_ID_CURR,GENDER,COLLATERAL,OWN_JOB,MARRIED,INCOME,TARGET
102920,0,1,0,0,1,1
102921,0,0,0,0,1,1
102922,1,1,0,0,1,0
102923,0,0,0,0,0,1
102924,0,1,0,0,1,0
102925,1,1,0,0,0,0
102926,0,1,0,0,1,0
102928,0,0,0,0,1,1
102929,0,0,0,0,1,1
102930,0,0,0,0,0,1
102931,0,1,0,0,2,0
102934,1,1,0,0,2,0
102936,0,0,0,0,0,1
102937,1,1,1,1,2,0
102938,0,1,0,0,0,1
102939,1,1,0,0,1,0
102940,0,1,1,1,1,0
102941,0,0,0,0,0,1
102942,0,1,1,0,0,0
102943,0,1,0,0,0,0
102944,0,1,0,0,0,1
102945,0,1,0,0,0,1
102946,1,0,1,1,1,0
102947,0,1,0,0,1,1
102948,0,1,0,0,1,1
102949,0,0,0,0,1,1
102950,1,1,0,0,2,0
102951,0,0,0,0,0,1
102952,0,1,0,0,1,1
102953,1,1,0,0,0,0
102954,0,1,0,0,1,1
102955,0,1,0,0,0,0
102956,1,1,0,0,1,0
102957,1,1,1,1,2,0
102959,0,0,1,1,2,0
102960,0,1,0,0,1,1
102961,0,1,0,0,0,1
102962,1,1,0,0,2,0
102963,1,1,0,0,1,0
102964,1,1,1,0,1,0
102965,0,0,1,0,0,1
102966,0,1,0,0,1,1
102967,0,1,0,0,0,0
102968,0,1,0,0,1,1
102970,0,1,0,0,1,0
102972,0,1,0,0,1,0
102973,1,1,0,0,2,0
102974,0,1,0,0,0,1
102976,0,0,0,0,0,1
102977,0,1,0,0,2,1
102978,0,1,0,0,2,1
102980,0,1,0,0,2,1
102981,0,1,1,1,1,0
102983,0,0,1,0,0,1
102984,1,1,0,0,0,0
102985,1,1,1,1,1,0
102986,1,1,0,0,1,0
102988,0,1,0,0,0,1
102990,1,1,0,0,2,0
102991,0,1,0,0,0,0
102992,1,1,0,0,1,0
102993,0,1,1,1,1,0
102994,0,1,0,0,0,1
102997,0,1,0,0,0,1
102998,1,0,1,1,1,0
102999,0,1,0,0,1,1
103002,0,0,0,0,2,1
103003,1,0,1,1,2,0
103005,1,1,0,0,1,0
103006,1,1,1,1,2,0
103007,0,1,0,0,0,1
103008,1,1,0,0,1,0
103009,0,0,0,0,0,1
103011,0,0,0,0,1,1
103012,1,1,1,1,1,0
103013,1,1,1,1,2,0
103014,1,1,0,0,0,0
103015,0,1,0,0,1,1
103016,0,1,0,0,1,0
103017,0,1,0,0,0,1
103018,1,1,1,1,2,0
103019,0,1,0,0,0,0
103020,0,0,0,0,0,1
103021,1,0,1,1,0,0
103022,0,1,0,0,1,1
103023,1,1,1,1,1,0
103024,0,1,0,0,2,1
103026,1,1,1,0,1,0
103027,0,1,0,0,1,1
103028,0,1,0,0,1,1
103030,0,1,0,0,0,1
103031,0,1,0,0,1,0
103032,0,1,0,0,1,1
103033,1,1,0,0,2,0
103034,1,1,0,0,2,0
103035,1,1,1,1,1,0
103036,0,1,0,0,1,1
103037,0,1,0,0,1,1
103038,0,1,0,0,2,1
103039,0,1,0,0,2,1
103040,0,0,0,0,0,1
103041,0,1,1,1,1,0
103042,0,1,0,0,1,1
103043,0,1,0,0,1,1
103044,1,1,0,0,1,0
103045,1,0,1,1,1,0
103047,0,1,0,0,1,1
103048,1,1,0,0,0,0
103049,1,1,0,0,1,0
103050,1,1,1,0,1,0
103051,0,1,0,0,0,1
103052,0,1,0,0,1,1
103053,1,1,1,1,2,0
103054,1,1,0,0,2,0
103055,0,1,0,0,0,0
103057,1,1,0,0,2,0
103058,0,1,0,0,1,1
103059,0,1,0,0,1,1
103060,0,1,0,0,0,1
103061,1,0,0,0,1,1
103063,0,1,0,0,1,1
103064,1,1,0,0,2,0
103065,0,1,0,0,0,1
103066,0,1,0,0,2,1
103067,0,0,0,0,1,1
103068,0,1,0,0,0,0
103069,0,1,0,0,1,1
103070,1,1,0,0,2,0
103071,0,1,0,0,0,1
103072,0,1,0,0,0,0
103073,1,1,0,0,0,0
103074,1,1,1,1,2,0
103075,0,1,0,0,1,1
103076,0,1,0,0,1,1
103077,0,1,0,0,1,1
103079,0,1,0,0,1,0
103080,0,0,0,0,1,1
103081,0,1,0,0,2,0
103082,0,1,0,0,0,1
103084,1,1,1,1,2,0
103085,1,1,1,1,2,0
103086,1,1,0,0,2,0
103087,1,0,0,0,1,1
103088,0,1,0,0,1,1
103089,1,1,0,0,0,0
103090,0,1,1,1,1,0
103091,0,1,0,0,0,1
103093,1,1,0,0,2,0
103094,0,1,0,0,0,0
103095,1,0,1,1,1,0
103098,0,1,0,0,1,0
103099,0,1,0,0,1,1
103100,0,0,0,0,0,1
103101,1,1,0,0,1,0
103103,0,1,1,1,1,0
103104,1,1,0,0,0,0
103105,1,1,0,0,0,0
103106,0,1,0,0,0,1
103107,0,1,0,0,1,1
103108,1,1,1,1,1,0
103109,0,1,1,1,2,0
103110,0,0,0,0,2,1
103111,1,1,0,0,0,0
103113,1,1,0,0,0,0
103114,0,1,0,0,1,1
103115,1,0,1,1,1,0
103116,0,1,0,0,0,1
103117,0,1,0,0,0,1
103118,0,1,0,0,0,1
103119,1,1,1,0,2,0
103120,0,0,1,1,0,0
103121,0,0,1,0,1,1
103122,0,1,0,0,0,1
103123,1,1,0,0,0,0
103124,0,1,0,0,0,1
103125,0,1,0,0,2,1
103126,0,1,0,0,0,1
103127,0,0,0,0,1,1
103128,0,1,0,0,2,1
103129,0,0,0,0,2,1
103130,0,1,0,0,0,1
103131,0,1,1,0,0,0
103133,1,1,0,0,1,0
103134,1,1,0,0,0,0
103135,1,0,0,0,0,1
103136,1,1,1,1,1,0
103137,0,1,0,0,2,1
103138,1,1,0,0,0,0
103139,1,1,1,0,1,0
103140,0,1,0,0,1,0
103141,0,0,0,0,1,1
103142,0,1,0,0,0,1
103143,1,1,1,0,2,0
103148,1,1,0,0,1,0
103149,0,1,0,0,1,0
103150,0,1,0,0,0,1
103151,1,1,0,0,1,0
103152,1,0,0,0,1,1
103153,0,1,0,0,1,1
103154,0,1,0,0,1,1
103155,0,1,0,0,0,1
103156,0,1,0,0,0,1
103157,1,1,0,0,1,0
103159,0,1,0,0,0,0
103160,0,1,0,0,1,1
103161,1,1,1,1,2,0
103162,0,0,0,0,2,1
103163,1,1,0,0,1,0
103164,1,1,0,0,2,0
103165,0,1,0,0,1,0
103166,1,1,1,1,1,0
103167,1,1,0,0,2,0
103168,1,1,1,0,2,0
103169,1,1,0,0,0,0
103170,0,1,0,0,1,1
103172,0,1,0,0,2,1
103174,1,1,1,0,1,0
103175,1,1,1,1,1,0
103176,0,0,0,0,1,1
103177,1,1,1,1,2,0
103178,0,1,0,0,0,1
103179,1,1,0,0,1,0
103180,0,1,1,1,2,0
103181,0,1,0,0,1,1
103182,1,1,0,0,2,0
103183,1,0,1,1,1,0
103185,0,1,1,1,1,0
103186,1,1,0,0,0,0
103187,0,0,0,0,1,1
103188,0,1,0,0,0,1
103189,1,1,0,0,2,0
103190,0,1,0,0,2,1
103191,0,1,0,0,2,1
103192,0,1,0,0,0,1
103193,1,1,0,0,0,0
103194,0,1,0,0,1,0
103197,0,0,0,0,1,1
103198,0,1,0,0,0,1
103199,0,1,0,0,1,1
103200,0,1,1,1,0,0
103201,1,1,1,1,1,0
103202,1,1,1,1,0,0
103203,1,1,1,0,1,0
103204,0,1,0,0,1,1
103205,0,1,0,0,0,1
103207,1,1,0,0,0,0
103208,1,1,0,0,1,0
103209,1,0,0,0,0,1
103210,1,1,1,1,1,0
103211,1,1,0,0,0,0
103212,0,0,0,0,0,1
103213,1,1,1,0,0,0
103214,0,0,0,0,0,1
103215,0,0,0,0,0,1
103216,0,1,0,0,1,1
103217,0,0,1,1,0,0
103218,0,1,0,0,0,1
103219,1,1,0,0,0,0
103220,0,1,0,0,0,1
103221,0,0,0,0,0,1
103222,0,1,0,0,0,1
103223,0,1,0,0,0,1
103224,0,1,0,0,1,1
103225,0,1,1,1,0,0
103226,0,0,0,0,2,1
103227,0,1,1,1,0,0
103228,0,1,0,0,1,1
103229,0,1,0,0,2,0
103233,0,1,0,0,0,1
103234,0,0,0,1,1,1
103235,0,0,0,0,1,1
103236,1,1,1,0,0,0
103237,0,1,0,0,1,0
103238,0,1,1,1,0,0
103241,0,0,1,1,0,0
103242,0,0,1,0,1,1
103244,0,1,0,0,0,1
103245,0,1,0,0,2,1
103246,1,1,0,0,2,0
103247,0,1,0,0,0,1
103248,0,0,1,1,1,0
103249,1,1,0,0,1,0
103250,1,1,0,0,2,0
103251,0,1,0,0,0,1
103253,0,0,0,0,0,1
103254,0,0,0,0,0,1
103255,1,0,0,0,0,1
103256,0,1,0,0,0,0
103257,0,0,0,0,2,1
103260,1,0,0,0,2,1
103261,0,1,0,0,2,1
103262,0,1,1,0,1,0
103263,1,1,0,0,1,0
103264,0,1,0,0,0,1
103265,1,1,0,0,0,0
103266,0,1,0,0,1,1
103267,0,1,1,0,0,0
103268,0,0,1,1,1,0
103269,0,1,1,1,2,0
103270,1,1,0,0,0,0
103271,0,1,0,0,0,0
103272,0,1,0,0,0,1
103273,1,1,0,0,2,0
103274,0,1,0,0,0,1
103275,1,1,0,0,2,0
103276,1,1,1,0,1,0
103277,0,1,0,0,1,1
103278,0,1,0,0,1,0
103281,0,0,0,0,0,1
103282,0,1,0,0,2,0
103283,0,0,0,0,1,1
103284,1,0,0,0,2,1
103285,1,1,0,0,1,0
103288,0,1,0,0,1,1
103289,0,1,0,0,2,1
103291,0,1,0,0,0,1
103292,0,1,0,0,1,1
103293,0,1,0,0,0,1
103294,0,1,1,1,1,0
103295,0,1,0,0,2,0
103296,0,0,0,0,1,1
103297,1,1,0,0,1,0
103299,1,1,1,1,0,0
103300,0,1,0,0,2,1
103301,0,1,0,0,2,0
103302,0,1,0,0,0,1
103303,0,1,0,0,1,1
103304,0,1,0,0,0,1
103305,0,1,0,0,0,1
103306,1,1,0,0,1,0
103307,1,1,0,0,2,0
103308,0,1,0,0,1,0
103309,1,0,0,0,1,1
103310,0,1,0,0,2,1
103311,0,1,0,0,0,1
103312,1,1,0,0,2,0
103313,0,1,0,0,0,0
103314,0,0,0,0,2,1
103316,1,0,1,1,1,0
103317,0,1,1,1,1,0
103318,0,1,1,0,2,0
103320,0,1,0,0,1,1
103321,0,0,1,1,1,0
103322,0,1,0,0,1,1
103323,1,1,0,0,2,0
103324,0,0,0,0,0,1
103325,0,1,1,1,0,0
103326,0,1,0,0,1,1
103327,0,1,0,0,1,1
103328,0,1,0,0,2,1
103329,0,1,0,0,1,1
103330,1,1,0,0,0,0
103331,0,1,0,0,1,1
103332,0,1,0,0,0,1
103333,0,1,1,1,1,0
103335,0,1,0,0,0,1
103337,0,1,0,0,0,1
103338,1,1,0,0,2,0
103339,0,1,0,0,1,1
103340,1,0,0,0,1,1
103341,0,1,1,1,1,0
103342,1,1,1,1,1,0
103343,1,0,0,0,1,1
103344,0,1,0,0,0,1
103346,1,1,0,0,0,0
103347,0,1,0,0,0,1
103348,0,1,1,1,0,0
103349,1,1,0,0,1,0
103350,1,0,0,0,2,1
103351,0,1,0,0,1,1
103352,1,1,0,0,1,0
103353,1,1,1,1,0,0
103354,0,1,0,0,0,1
103355,1,1,0,0,0,0
103356,1,1,0,0,1,0
103357,0,1,0,0,2,0
103358,0,1,1,0,0,0
103359,0,1,0,0,1,0
103360,1,1,0,0,2,0
103361,1,0,1,1,1,0
103362,0,1,0,0,1,1
103363,0,1,0,0,1,0
103364,0,1,0,0,2,1
103365,0,1,0,0,1,1
103366,1,1,0,0,2,0
103367,0,1,1,1,2,0
103369,0,1,0,0,0,1
103370,0,1,0,0,1,1
103372,0,0,0,0,0,1
103373,0,0,0,0,0,1
103374,0,1,1,1,1,0
103375,0,0,0,0,1,1
103376,0,1,0,0,0,1
103378,0,1,0,0,0,0
103379,0,1,0,0,1,1
103380,0,1,0,0,0,1
103381,0,1,1,0,2,0
103382,0,0,0,0,0,1
103383,0,1,0,0,1,0
103384,0,1,1,0,1,0
103385,0,1,1,1,0,0
103386,0,1,1,0,1,0
103387,0,1,0,0,1,1
103388,0,1,0,0,0,0
103389,0,1,0,0,0,1
103390,1,1,0,0,2,0
103391,0,1,0,0,1,1
103392,0,1,0,0,0,1
103393,0,1,0,0,1,1
103394,0,1,0,0,0,1
103395,1,1,0,0,1,0
103396,1,1,0,0,2,0
103397,0,1,1,1,0,0
103399,0,1,0,0,0,1
103400,0,1,0,0,0,1
103401,0,1,0,0,2,1
103402,1,0,1,1,0,0
103403,1,1,1,1,2,0
103405,0,1,1,0,0,0
103406,1,1,0,0,2,0
103407,0,0,1,0,1,1
103409,0,0,0,0,0,1
103411,0,1,0,0,1,1
103412,1,1,0,0,1,0
103413,0,1,1,0,0,0
103414,0,1,0,0,0,1
103415,0,1,0,0,0,1
103416,1,1,1,1,0,0
103417,0,0,0,0,2,1
103419,0,1,0,0,0,1
103421,0,1,0,0,0,0
103422,0,1,0,0,0,1
103423,1,1,0,0,0,0
103424,1,1,0,0,2,0
103425,0,1,0,0,0,1
103426,1,1,1,1,2,0
103427,0,0,0,0,0,1
103428,0,0,0,0,0,1
103429,0,0,0,0,2,1
103430,0,0,0,0,1,1
103431,0,0,1,1,0,0
103434,1,1,0,0,0,0
103435,0,1,0,0,0,1
103437,0,1,0,0,0,1
103438,0,1,0,0,1,1
103439,1,1,0,0,2,0
103441,0,1,0,0,1,1
103442,0,0,1,1,0,0
103443,0,1,0,0,1,0
103444,1,1,0,0,2,0
103445,1,1,0,0,1,0
103446,1,1,0,0,2,0
103447,1,1,1,0,1,0
103448,0,1,0,0,1,1
103449,1,1,0,0,2,0
103450,0,1,0,0,1,1
103451,0,1,0,0,0,1
103452,0,1,0,0,0,0
103454,0,1,1,1,1,0
103455,0,1,0,0,2,1
103456,1,0,0,0,2,1
103457,1,1,0,0,2,0
103458,0,1,0,0,1,0
103463,0,1,1,1,1,0
103464,0,1,0,0,1,1
103465,0,1,0,0,2,1
103466,1,0,0,0,1,1
103467,0,1,1,1,2,0
103468,0,0,0,0,1,1
103469,0,1,0,0,2,1
103470,1,0,0,0,1,1
103471,0,0,1,0,1,1
103472,0,1,1,1,1,0
103476,1,1,0,0,2,0
103477,0,1,0,0,0,1
103479,0,0,0,0,0,1
103481,1,1,1,1,0,0
103482,0,1,1,0,2,0
103483,0,1,0,0,0,1
103485,0,1,1,1,1,0
103486,0,1,0,0,1,1
103487,0,1,0,0,0,1
103488,0,1,1,1,1,0
103489,0,1,0,0,1,0
103490,1,1,0,0,2,0
103491,0,1,0,0,1,1
103492,0,0,0,0,1,1
103493,1,1,0,0,2,0
103495,0,1,1,0,1,0
103496,0,1,0,0,1,1
103497,0,1,0,0,1,1
103498,1,0,0,0,0,1
103499,1,1,0,0,2,0
103500,1,1,0,0,2,0
103501,0,0,1,1,0,0
103502,0,1,0,0,1,1
103503,0,1,1,1,1,0
103504,0,1,0,0,0,0
103505,0,1,1,1,1,0
103506,1,1,0,0,1,0
103507,1,0,1,1,2,0
103508,0,1,0,0,0,1
103509,1,1,0,0,1,0
103510,1,1,0,0,2,0
103511,1,0,1,0,1,0
103512,0,1,0,0,1,1
103514,0,1,0,0,1,1
103517,0,1,0,0,1,1
103518,0,1,0,0,1,0
103519,0,1,0,0,1,1
103520,0,1,0,0,0,1
103521,0,1,0,0,0,1
103522,1,0,1,1,0,0
103523,1,1,0,0,2,0
103524,1,1,0,0,0,0
103526,1,1,0,0,1,0
103527,0,1,0,0,1,1
103528,0,1,1,0,1,0
103529,0,1,0,0,0,1
103530,1,1,0,0,1,0
103531,1,1,1,1,1,0
103532,0,1,0,0,2,1
103533,0,0,0,0,1,1
103534,1,1,1,1,2,0
103535,0,1,0,0,1,1
103536,0,1,0,0,0,1
103537,0,1,0,0,1,0
103538,0,0,1,1,0,0
103539,1,0,0,0,1,1
103540,0,1,0,0,2,0
103542,0,1,1,0,1,0
103543,0,1,1,1,0,0
103545,0,1,0,0,0,1
103546,0,1,0,0,0,0
103547,1,1,1,1,2,0
103548,0,1,0,0,0,1
103549,0,1,0,0,1,0
103550,1,1,1,0,0,0
103551,0,1,0,0,2,1
103552,1,1,0,0,1,0
103553,0,0,0,0,0,1
103554,0,1,0,0,0,1
103555,1,1,0,0,1,0
103556,1,1,1,1,2,0
103557,0,1,0,0,0,0
103558,0,1,0,0,1,1
103559,0,1,0,0,1,1
103560,0,0,0,0,2,1
103561,0,1,0,0,1,1
103563,0,1,0,0,1,1
103564,1,0,1,0,0,0
103565,0,1,0,0,1,1
103566,0,0,0,0,0,1
103567,0,1,0,0,2,1
103568,0,1,0,0,0,1
103569,1,1,0,0,2,0
103571,0,1,0,0,0,1
103573,0,1,0,0,1,0
103576,0,1,0,0,0,1
103577,1,1,0,0,0,0
103578,0,0,0,0,1,1
103579,1,1,0,0,2,0
103580,0,1,0,0,0,1
103581,0,1,0,0,2,1
103582,0,1,0,0,1,1
103583,1,1,0,0,2,0
103584,0,1,0,0,2,1
103585,1,1,1,1,0,0
103586,0,1,0,0,2,1
103587,1,0,1,0,0,0
103588,0,0,0,0,1,1
103589,0,1,1,1,0,0
103590,0,1,0,0,1,1
103592,0,1,0,0,1,0
103593,0,1,0,0,1,1
103595,0,1,0,0,1,1
103596,1,1,0,0,0,0
103597,1,1,0,0,2,0
103598,0,1,0,0,1,0
103599,1,1,0,0,1,0
103600,0,1,1,1,1,0
103601,0,1,0,0,2,0
103602,0,0,1,1,0,0
103603,1,0,0,0,0,1
103604,0,1,0,0,1,0
103605,1,1,1,1,0,0
103606,1,0,0,0,0,1
103607,0,0,0,0,0,1
103608,0,0,0,0,0,1
103610,0,0,0,0,1,1
103611,0,1,1,1,2,0
103612,0,1,0,0,2,1
103616,0,1,1,0,0,0
103617,0,1,1,0,1,0
103618,0,1,0,0,0,1
103619,1,0,1,1,2,0
103620,0,1,0,0,2,1
103621,0,1,0,0,0,1
103622,1,0,0,0,1,1
103623,0,1,0,0,2,0
103626,1,1,0,0,0,0
103627,0,1,0,0,0,1
103630,0,1,0,0,0,1
103631,1,1,0,0,1,0
103632,0,0,0,0,1,1
103633,0,1,1,1,1,0
103634,0,1,0,0,2,1
103635,0,1,0,0,0,1
103636,0,1,1,1,2,0
103637,0,1,0,0,0,1
103638,0,1,0,0,0,1
103639,0,1,0,0,0,1
103640,0,0,0,1,1,1
103641,0,1,0,0,0,0
103642,1,1,1,1,2,0
103643,0,0,0,0,0,1
103644,0,1,0,0,0,1
103645,0,1,0,0,2,1
103646,0,1,0,0,1,1
103649,0,1,0,0,0,1
103650,0,1,1,1,1,0
103652,0,1,1,1,0,0
103653,0,1,0,0,1,1
103654,1,1,0,0,1,0
103655,0,1,0,0,0,0
103656,0,0,0,0,0,1
103657,0,0,1,0,2,1
103659,0,1,1,0,2,0
103660,0,1,0,0,0,1
103661,0,1,0,0,0,1
103662,0,1,0,0,0,1
103663,1,1,1,1,1,0
103664,1,1,0,0,2,0
103665,1,1,0,0,1,0
103666,0,1,0,0,0,1
103667,0,1,0,0,1,1
103670,0,1,0,0,0,1
103671,1,1,1,1,2,0
103672,0,1,0,0,0,1
103673,0,1,0,0,0,0
103674,1,1,0,0,0,0
103675,0,1,0,0,1,1
103677,0,1,0,0,1,1
103678,0,1,0,0,0,1
103679,1,1,0,0,2,0
103680,1,1,0,0,1,0
103681,0,0,0,0,0,1
103684,0,1,1,0,0,0
103685,0,1,0,0,2,1
103686,0,1,0,0,1,1
103687,0,0,1,1,2,0
103688,0,1,0,0,0,1
103690,0,1,0,0,0,1
103691,1,1,0,0,1,0
103692,0,1,1,1,1,0
103693,0,1,0,0,1,0
103694,0,1,0,0,2,0
103695,0,0,0,0,0,1
103696,0,1,0,0,0,1
103697,1,1,1,1,1,0
103698,0,1,1,1,0,0
103699,1,1,0,0,1,0
103700,1,1,0,0,0,0
103701,0,1,0,0,1,1
103702,1,1,1,1,2,0
103703,1,1,0,0,0,0
103704,0,1,0,0,0,1
103705,0,1,0,0,0,1
103706,0,1,0,0,1,1
103707,0,0,0,0,2,1
103708,0,1,0,0,2,1
103709,0,1,0,0,2,1
103710,0,1,0,0,2,0
103711,0,1,1,1,0,0
103712,0,1,0,0,1,1
103713,0,0,0,0,1,1
103714,1,1,0,0,1,0
103715,0,1,1,1,1,0
103716,1,1,0,0,2,0
103717,0,0,0,0,2,1
103718,0,1,0,0,1,1
103719,1,1,0,0,1,0
103720,0,0,0,0,0,1
103721,0,1,0,0,1,1
103722,0,1,0,0,2,0
103723,0,1,0,0,0,0
103724,1,0,0,0,1,1
103726,1,1,0,0,1,0
103727,1,1,0,0,2,0
103728,0,1,0,0,1,1
103729,1,1,1,1,0,0
103730,0,1,0,0,1,1
103731,1,1,1,0,2,0
103732,0,0,0,0,0,1
103734,0,1,1,1,1,0
103735,1,1,0,0,1,0
103736,0,1,0,0,2,1
103737,0,0,1,1,0,0
103738,0,1,0,0,0,1
103739,0,0,0,0,1,1
103740,0,1,0,0,0,1
103741,0,1,0,0,1,1
103742,0,1,0,0,1,0
103743,0,1,1,1,0,0
103745,0,1,0,0,1,1
103746,0,1,0,0,0,1
103747,0,1,0,0,2,0
103748,0,1,0,0,2,0
103749,0,1,1,0,0,0
103750,0,1,0,0,0,1
103751,1,1,0,0,2,0
103752,1,1,1,1,2,0
103753,0,1,0,0,1,0
103754,0,1,0,0,1,1
103755,0,1,0,0,2,1
103756,0,1,1,1,0,0
103757,1,1,0,0,2,0
103758,0,0,0,0,0,1
103759,0,1,0,0,1,1
103760,1,1,1,1,0,0
103761,0,1,0,0,0,1
103763,1,1,0,0,1,0
103764,0,0,0,0,1,1
103765,0,0,0,0,1,1
103766,0,1,0,0,1,1
103767,1,1,0,0,2,0
103768,0,1,1,1,2,0
103769,0,1,1,1,0,0
103770,0,1,0,0,2,0
103772,0,1,1,1,2,0
103774,1,1,0,0,2,0
103775,0,0,1,1,0,0
103776,0,1,0,0,1,1
103777,0,1,0,0,0,1
103778,1,1,0,0,1,0
103779,1,1,0,0,2,0
103780,0,1,1,0,1,0
103781,1,1,0,0,2,0
103782,0,0,1,1,0,0
103785,0,0,0,0,0,1
103786,0,1,0,0,1,1
103787,1,1,0,0,1,0
103788,1,1,0,0,1,0
103789,0,0,1,1,1,0
103790,0,1,1,0,0,0
103791,0,1,1,1,1,0
103792,0,1,0,0,0,1
103793,0,1,0,0,0,0
103794,0,1,0,0,0,1
103795,1,1,0,0,1,0
103796,0,1,0,0,0,0
103797,0,1,1,0,1,0
103798,1,1,0,0,0,0
103799,1,1,1,0,1,0
103800,1,1,0,0,2,0
103801,0,1,0,0,0,1
103802,0,1,0,0,0,1
103803,1,1,1,1,1,0
103804,0,1,0,0,0,1
103805,1,1,0,0,2,0
103806,1,1,0,0,2,0
103807,1,1,1,1,0,0
103809,0,1,0,0,1,1
103810,0,1,0,0,0,1
103811,0,1,0,0,1,1
103815,0,1,0,0,0,1
103816,0,0,0,0,1,1
103817,0,1,0,0,2,0
103819,0,1,0,0,1,1
103820,0,1,0,0,1,1
103821,0,1,0,0,1,1
103822,0,1,0,0,2,1
103823,0,1,0,0,2,1
103825,0,1,0,0,2,1
103826,0,1,0,0,1,1
103827,1,1,0,0,1,0
103829,0,1,0,0,0,1
103831,0,1,0,0,0,1
103832,0,0,1,1,0,0
103833,0,1,0,0,1,1
103834,1,0,0,0,1,1
103835,0,1,0,0,0,1
103836,0,1,1,1,0,0
103837,1,1,1,1,2,0
103838,1,1,0,0,2,0
103839,0,0,1,1,1,0
103841,0,1,0,0,1,1
103843,0,1,0,0,0,1
103844,1,1,1,1,0,0
103845,0,1,0,0,1,0
103846,0,0,0,0,1,1
103849,1,1,1,1,1,0
103850,0,1,0,0,0,1
103852,1,1,0,0,1,0
103853,0,0,0,0,0,1
103855,0,0,0,0,2,1
103856,0,1,0,0,2,1
103858,1,1,0,0,2,0
103859,0,1,0,0,1,1
103860,0,0,0,0,0,1
103863,0,0,0,0,0,1
103864,1,1,0,0,2,0
103866,1,1,0,0,2,0
103867,0,1,1,1,0,0
103868,0,1,0,0,2,0
103869,1,1,1,1,2,0
103871,0,0,0,0,0,1
103872,0,0,0,0,0,1
103873,1,1,0,0,1,0
103874,1,1,0,0,1,0
103875,1,1,1,1,2,0
103877,0,1,0,0,0,1
103878,0,1,0,0,1,0
103879,0,1,0,0,2,1
103880,1,0,0,0,2,1
103881,0,0,0,0,0,1
103882,0,1,0,0,0,1
103883,0,1,0,0,0,1
103884,0,1,1,0,1,0
103885,1,1,1,1,2,0
103886,1,1,0,0,2,0
103887,0,0,0,0,1,1
103888,0,1,0,0,1,1
103889,1,1,0,0,2,0
103890,0,1,0,0,1,1
103892,1,1,1,1,1,0
103893,1,1,0,0,2,0
103894,0,1,0,0,1,0
103895,0,1,0,0,0,1
103896,0,1,0,0,2,1
103897,1,1,0,0,1,0
103898,0,1,1,1,1,0
103899,0,1,1,1,1,0
103900,0,1,0,0,0,1
103901,1,1,0,0,2,0
103902,0,1,0,0,1,0
103903,0,1,1,1,2,0
103904,0,1,0,0,0,1
103905,0,1,1,1,0,0
103906,0,1,0,0,0,1
103907,1,1,1,1,2,0
103909,1,1,1,1,2,0
103910,0,0,0,0,0,1
103911,0,1,1,1,2,0
103912,1,1,0,0,2,0
103913,0,1,0,0,2,1
103915,0,0,0,0,1,1
103916,0,1,0,0,0,1
103917,1,1,0,0,1,0
103919,1,1,0,0,1,0
103920,0,1,0,0,0,1
103921,0,1,0,0,1,1
103922,1,1,0,0,0,0
103923,0,1,0,0,1,0
103924,1,1,0,0,1,0
103925,0,0,0,0,0,1
103926,0,1,0,0,1,0
103927,0,1,1,1,1,0
103928,0,1,0,0,1,1
103929,1,1,0,0,1,0
103930,1,1,0,0,1,0
103931,0,1,0,0,0,1
103932,0,0,0,0,0,1
103933,0,1,0,0,2,1
103934,0,1,0,0,0,1
103935,0,1,1,1,1,0
103936,0,1,1,1,1,0
103937,0,0,0,0,0,1
103938,0,0,0,0,2,1
103939,0,0,0,0,1,1
103941,0,1,1,0,1,0
103942,0,1,1,1,0,0
103943,0,1,0,0,0,1
103944,1,1,0,0,1,0
103945,0,1,0,0,1,1
103946,1,1,0,0,1,0
103947,0,0,0,0,0,1
103948,0,0,1,1,1,0
103949,0,1,0,0,0,1
103950,1,1,0,0,0,0
103951,1,1,0,0,2,0
103952,1,1,0,0,2,0
103953,0,1,0,0,1,1
103954,1,1,0,0,2,0
103955,0,1,0,0,2,1
103956,0,1,0,0,0,1
103957,1,1,1,0,2,0
103958,1,1,0,0,2,0
103959,0,1,0,0,0,1
103960,1,1,0,0,2,0
103961,0,1,0,0,1,1
103962,0,0,0,0,2,1
103964,1,1,0,0,1,0
103965,1,1,0,0,2,0
103967,1,1,0,0,2,0
103968,0,1,0,0,0,1
103969,1,1,0,0,2,0
103970,0,1,0,0,0,1
103972,1,1,0,0,1,0
103973,1,0,0,0,0,1
103974,1,1,1,1,2,0
103975,0,0,0,0,0,1
103976,0,0,0,0,0,1
103977,0,1,0,0,0,1
103978,0,1,0,0,0,1
103979,1,0,1,1,1,0
103981,0,1,0,0,1,1
103982,0,1,0,0,2,1
103983,0,1,1,1,1,0
103986,0,1,0,0,1,0
103987,0,1,0,0,0,1
103988,1,1,1,1,0,0
103989,0,1,0,0,1,1
103990,0,1,0,0,1,0
103991,0,0,0,0,0,1
103992,1,1,1,0,2,0
103993,1,1,0,0,1,0
103994,0,1,0,0,0,1
103995,0,1,0,0,1,1
103996,1,1,0,0,0,0
103997,1,0,0,0,1,1
103999,0,0,0,0,1,1
104000,0,1,0,0,0,1
104001,1,1,1,1,1,0
104002,0,1,1,1,0,0
104003,0,1,0,0,1,0
104004,1,1,0,0,1,0
104005,0,1,0,0,1,1
104006,1,1,0,0,0,0
104007,0,1,0,0,0,1
